Order ID,Date,Brand,Model,Region,Specification,Store Name,Unit Price,Cost per Unit,Quantity,Sales,Profit,Revenue
ORD0445,2020-03-11,Garmin,Instinct 2,West,GPS + Cellular,iHub,340,304,5,1700,180,1700
ORD0446,2021-02-25,Fitbit,Versa 4,East,"EDA Sensor, Health Monitor",iHub,213,166,4,852,188,852
ORD0447,2024-03-16,Amazfit,GTR 4,East,"Sleep Track, EDA Sensor",iHub,216,175,10,2160,410,2160
ORD0448,2020-07-10,Samsung,Galaxy Watch 6,East,AMOLED,Online Mart,359,324,6,2154,210,2154
ORD0449,2021-06-01,Amazfit,GTS 4 Mini,East,"Bluetooth Only, EDA Sensor, GPS",Tech World,99,5,10,990,940,990
ORD0450,2021-04-18,Amazfit,GTS 4 Mini,North,"GPS, Bluetooth Only, GPS + Cellular",SmartTech,114,38,6,684,456,684
ORD0451,2021-08-18,Samsung,Galaxy Watch 5,North,"Bluetooth Only, Military Std, Health Monitor",Fit Gear,328,305,9,2952,207,2952
ORD0452,2021-09-14,Apple,Watch Series 9,East,"Rugged, GPS",Online Mart,405,313,5,2025,460,2025
ORD0453,2023-08-04,Samsung,Galaxy Watch 6,East,Health Monitor,Gadget Zone,346,253,7,2422,651,2422
ORD0454,2024-04-05,Garmin,Venu 2,East,Health Monitor,iHub,391,338,9,3519,477,3519
ORD0455,2020-06-21,Amazfit,GTS 4 Mini,Central,"Bluetooth Only, Sleep Track, AMOLED",Tech World,115,70,4,460,180,460
ORD0456,2024-01-30,Apple,Watch Series 8,Central,"Sleep Track, Bluetooth Only, GPS",Fit Gear,369,272,7,2583,679,2583
ORD0457,2020-12-20,Fitbit,Charge 6,South,"EDA Sensor, Rugged",Online Mart,145,115,2,290,60,290
ORD0458,2022-03-16,Amazfit,GTS 4 Mini,East,AMOLED,iHub,127,76,7,889,357,889
ORD0459,2021-10-19,Amazfit,GTR 4,North,GPS,Fit Gear,198,119,5,990,395,990
ORD0460,2020-10-25,Samsung,Galaxy Watch 6,South,Military Std,Online Mart,332,257,1,332,75,332
ORD0461,2020-04-02,Samsung,Galaxy Watch 6,West,GPS,Tech World,376,280,9,3384,864,3384
ORD0462,2024-06-11,Garmin,Forerunner 955,South,"Health Monitor, Rugged, Bluetooth Only",SmartTech,521,467,2,1042,108,1042
ORD0463,2022-09-10,Apple,Watch SE,East,"GPS, Sleep Track",Gadget Zone,273,248,5,1365,125,1365
ORD0464,2021-07-02,Samsung,Galaxy Watch 6,West,"Health Monitor, AMOLED, Military Std",Tech World,371,345,4,1484,104,1484
ORD0465,2021-02-28,Fitbit,Sense 2,West,"AMOLED, GPS + Cellular, Rugged",Tech World,275,224,7,1925,357,1925
ORD0466,2022-05-13,Samsung,Galaxy Watch 5,East,EDA Sensor,SmartTech,340,292,8,2720,384,2720
ORD0467,2020-03-04,Amazfit,T-Rex 2,East,"Sleep Track, EDA Sensor, GPS",iHub,234,190,6,1404,264,1404
ORD0468,2020-10-29,Fitbit,Charge 6,North,"Rugged, Health Monitor, AMOLED",Online Mart,147,66,5,735,405,735
ORD0469,2022-05-25,Samsung,Galaxy Watch 5,East,"EDA Sensor, GPS",iHub,317,280,7,2219,259,2219
ORD0470,2020-04-16,Apple,Watch Ultra 2,South,"Health Monitor, GPS + Cellular",iHub,783,689,1,783,94,783
ORD0471,2023-03-25,Amazfit,T-Rex 2,North,"EDA Sensor, Bluetooth Only",SmartTech,233,157,4,932,304,932
ORD0472,2023-10-17,Apple,Watch Ultra 2,West,"EDA Sensor, Military Std",Tech World,748,653,7,5236,665,5236
ORD0473,2023-08-16,Amazfit,GTR 4,East,"EDA Sensor, GPS",SmartTech,217,136,3,651,243,651
ORD0474,2022-05-05,Apple,Watch Series 8,East,"Rugged, EDA Sensor, Military Std",Digital Mall,389,365,6,2334,144,2334
ORD0475,2020-07-03,Samsung,Galaxy Watch 6,East,"Rugged, Health Monitor, AMOLED",Tech World,338,244,3,1014,282,1014
ORD0476,2021-10-23,Amazfit,GTS 4 Mini,East,AMOLED,iHub,129,83,9,1161,414,1161
ORD0477,2024-02-23,Apple,Watch Series 9,West,Health Monitor,Online Mart,438,361,5,2190,385,2190
ORD0478,2021-04-06,Samsung,Galaxy Watch 6,North,GPS + Cellular,Fit Gear,371,301,1,371,70,371
ORD0479,2024-03-23,Fitbit,Sense 2,North,"EDA Sensor, GPS + Cellular",Tech World,251,185,8,2008,528,2008
ORD0480,2024-12-14,Samsung,Galaxy Watch 6,West,"EDA Sensor, Health Monitor, GPS + Cellular",SmartTech,338,266,7,2366,504,2366
ORD0481,2020-06-25,Samsung,Galaxy Watch 5,East,"EDA Sensor, GPS + Cellular, Military Std",iHub,302,264,6,1812,228,1812
ORD0482,2021-09-06,Amazfit,GTR 4,North,"Military Std, Sleep Track",Fit Gear,204,167,3,612,111,612
ORD0483,2022-11-12,Fitbit,Charge 6,South,"EDA Sensor, Bluetooth Only",Fit Gear,133,53,10,1330,800,1330
ORD0484,2021-10-19,Amazfit,GTS 4 Mini,East,"Military Std, Bluetooth Only",Online Mart,107,12,7,749,665,749
ORD0485,2020-07-16,Garmin,Forerunner 955,South,"EDA Sensor, GPS + Cellular",Online Mart,519,421,4,2076,392,2076
ORD0486,2021-08-26,Apple,Watch Ultra 2,South,"GPS, EDA Sensor, Military Std",Tech World,750,656,5,3750,470,3750
ORD0487,2024-09-21,Garmin,Instinct 2,North,"GPS + Cellular, Health Monitor",Gadget Zone,337,284,1,337,53,337
ORD0488,2022-01-17,Fitbit,Versa 4,East,"Bluetooth Only, Health Monitor",SmartTech,228,156,4,912,288,912
ORD0489,2021-12-31,Garmin,Venu 2,East,"AMOLED, GPS",Fit Gear,357,308,9,3213,441,3213
ORD0490,2023-05-15,Garmin,Forerunner 955,East,"Military Std, Health Monitor, Rugged",Tech World,544,506,9,4896,342,4896
ORD0491,2020-04-01,Apple,Watch Series 9,South,Military Std,Fit Gear,450,424,9,4050,234,4050
ORD0492,2022-08-16,Garmin,Venu 2,West,"Military Std, Bluetooth Only, AMOLED",iHub,349,300,3,1047,147,1047
ORD0493,2024-01-30,Amazfit,T-Rex 2,Central,"Health Monitor, Sleep Track, Bluetooth Only",Digital Mall,201,131,2,402,140,402
ORD0494,2023-03-19,Fitbit,Sense 2,North,GPS,Tech World,268,213,8,2144,440,2144
ORD0495,2024-07-04,Amazfit,GTR 4,North,AMOLED,Online Mart,215,176,3,645,117,645
ORD0496,2021-06-04,Apple,Watch Series 9,South,Military Std,Tech World,437,357,5,2185,400,2185
ORD0497,2024-11-11,Garmin,Venu 2,South,"Bluetooth Only, Rugged, EDA Sensor",Gadget Zone,359,261,10,3590,980,3590
ORD0498,2020-01-13,Fitbit,Sense 2,East,Health Monitor,Online Mart,275,186,8,2200,712,2200
ORD0499,2020-06-29,Amazfit,GTS 4 Mini,South,"EDA Sensor, Bluetooth Only, AMOLED",Fit Gear,102,14,1,102,88,102
ORD0500,2023-02-11,Fitbit,Sense 2,Central,"EDA Sensor, Bluetooth Only, Sleep Track",Gadget Zone,296,217,3,888,237,888
ORD0501,2024-09-28,Fitbit,Charge 6,North,"EDA Sensor, GPS, Military Std",Gadget Zone,134,105,2,268,58,268
ORD0502,2022-11-24,Amazfit,GTS 4 Mini,North,Rugged,Fit Gear,119,94,5,595,125,595
ORD0503,2024-05-25,Garmin,Venu 2,East,"Rugged, AMOLED",Tech World,371,298,9,3339,657,3339
ORD0504,2024-03-02,Apple,Watch Series 9,South,"Bluetooth Only, Health Monitor",SmartTech,472,434,10,4720,380,4720
ORD0505,2024-09-11,Fitbit,Versa 4,Central,"AMOLED, EDA Sensor, Military Std",SmartTech,200,147,9,1800,477,1800
ORD0506,2022-08-13,Amazfit,T-Rex 2,South,"Rugged, Military Std",Fit Gear,241,185,6,1446,336,1446
ORD0507,2024-05-27,Samsung,Galaxy Watch 5,South,"Sleep Track, Health Monitor, GPS",Online Mart,318,220,6,1908,588,1908
ORD0508,2022-05-08,Samsung,Galaxy Watch 5,West,"Rugged, GPS",Digital Mall,318,294,8,2544,192,2544
ORD0509,2023-03-19,Apple,Watch Series 8,West,GPS + Cellular,Gadget Zone,397,309,4,1588,352,1588
ORD0510,2022-10-08,Samsung,Galaxy Watch 5,Central,Rugged,Digital Mall,307,209,8,2456,784,2456
ORD0511,2020-10-20,Garmin,Instinct 2,Central,AMOLED,Fit Gear,330,286,5,1650,220,1650
ORD0512,2023-01-02,Apple,Watch Ultra 2,Central,Sleep Track,Fit Gear,725,630,7,5075,665,5075
ORD0513,2024-06-29,Garmin,Venu 2,Central,"GPS + Cellular, Sleep Track, Military Std",Fit Gear,385,331,10,3850,540,3850
ORD0514,2022-04-23,Amazfit,GTR 4,East,"Rugged, EDA Sensor, Military Std",Gadget Zone,208,168,1,208,40,208
ORD0515,2022-05-06,Samsung,Galaxy Watch 5,West,"Rugged, AMOLED",Tech World,306,211,9,2754,855,2754
ORD0516,2022-01-24,Apple,Watch SE,North,"Sleep Track, AMOLED, EDA Sensor",Gadget Zone,273,243,4,1092,120,1092
ORD0517,2024-06-17,Garmin,Forerunner 955,South,EDA Sensor,iHub,531,467,8,4248,512,4248
ORD0518,2020-10-22,Fitbit,Sense 2,South,"EDA Sensor, Sleep Track",Tech World,288,197,5,1440,455,1440
ORD0519,2023-10-01,Fitbit,Versa 4,East,"Sleep Track, Military Std",Fit Gear,213,158,2,426,110,426
ORD0520,2023-02-12,Amazfit,GTS 4 Mini,East,"GPS + Cellular, Sleep Track, AMOLED",Fit Gear,104,35,6,624,414,624
ORD0521,2022-06-18,Samsung,Galaxy Watch 5,Central,"GPS, Military Std, Sleep Track",Gadget Zone,337,287,2,674,100,674
ORD0522,2023-08-27,Fitbit,Versa 4,North,"GPS + Cellular, Rugged",Gadget Zone,218,157,9,1962,549,1962
ORD0523,2021-07-05,Garmin,Instinct 2,West,"Sleep Track, Health Monitor, GPS + Cellular",Gadget Zone,323,234,10,3230,890,3230
ORD0524,2022-07-25,Garmin,Forerunner 955,East,"EDA Sensor, Military Std, Rugged",Online Mart,509,476,10,5090,330,5090
ORD0525,2020-10-06,Garmin,Instinct 2,East,"Bluetooth Only, Health Monitor",Digital Mall,325,263,10,3250,620,3250
ORD0526,2023-11-10,Fitbit,Sense 2,South,"Bluetooth Only, Military Std, Health Monitor",Digital Mall,270,250,2,540,40,540
ORD0527,2023-09-14,Fitbit,Sense 2,West,"Military Std, Sleep Track, Bluetooth Only",SmartTech,290,226,6,1740,384,1740
ORD0528,2021-04-04,Samsung,Galaxy Watch 5,Central,Bluetooth Only,Online Mart,337,238,8,2696,792,2696
ORD0529,2023-08-06,Samsung,Galaxy Watch 5,North,"Rugged, Bluetooth Only",Gadget Zone,318,218,6,1908,600,1908
ORD0530,2022-08-17,Samsung,Galaxy Watch 5,North,"Rugged, Sleep Track, Bluetooth Only",Fit Gear,341,283,6,2046,348,2046
ORD0531,2022-08-15,Fitbit,Charge 6,North,Bluetooth Only,Fit Gear,152,86,4,608,264,608
ORD0532,2020-10-31,Amazfit,GTR 4,East,"Bluetooth Only, GPS, Rugged",iHub,222,132,7,1554,630,1554
ORD0533,2022-06-16,Apple,Watch Ultra 2,Central,"GPS + Cellular, Military Std",iHub,793,766,6,4758,162,4758
ORD0534,2024-10-16,Amazfit,T-Rex 2,South,Health Monitor,iHub,203,177,10,2030,260,2030
ORD0535,2020-05-08,Fitbit,Charge 6,North,"GPS, AMOLED, Sleep Track",Tech World,156,118,6,936,228,936
ORD0536,2022-04-07,Fitbit,Sense 2,East,"Health Monitor, Military Std",iHub,294,258,4,1176,144,1176
ORD0537,2023-08-19,Samsung,Galaxy Watch 5,East,"Sleep Track, AMOLED",Tech World,322,253,4,1288,276,1288
ORD0538,2022-10-10,Amazfit,GTS 4 Mini,East,"Sleep Track, EDA Sensor, Military Std",Online Mart,116,30,9,1044,774,1044
ORD0539,2022-08-21,Amazfit,GTR 4,West,"Health Monitor, AMOLED",SmartTech,194,140,9,1746,486,1746
ORD0540,2024-08-13,Apple,Watch Ultra 2,North,"AMOLED, Military Std, Health Monitor",Digital Mall,704,622,6,4224,492,4224
ORD0541,2021-05-08,Samsung,Galaxy Watch 6,South,"EDA Sensor, Health Monitor",Online Mart,337,277,4,1348,240,1348
ORD0542,2022-02-21,Fitbit,Versa 4,Central,Health Monitor,Tech World,205,168,6,1230,222,1230
ORD0543,2021-11-02,Amazfit,GTR 4,South,Rugged,SmartTech,184,110,5,920,370,920
ORD0544,2020-11-01,Amazfit,GTS 4 Mini,West,Health Monitor,Tech World,106,70,4,424,144,424
ORD0545,2020-10-20,Fitbit,Versa 4,West,"Sleep Track, Rugged, GPS + Cellular",Digital Mall,214,172,3,642,126,642
ORD0546,2021-01-03,Amazfit,GTS 4 Mini,North,Health Monitor,Fit Gear,112,61,8,896,408,896
ORD0547,2022-06-23,Apple,Watch Ultra 2,South,Military Std,iHub,734,667,9,6606,603,6606
ORD0548,2021-08-24,Fitbit,Versa 4,West,"Bluetooth Only, GPS, Health Monitor",Fit Gear,224,161,6,1344,378,1344
ORD0549,2021-11-20,Fitbit,Sense 2,South,GPS,Digital Mall,287,204,7,2009,581,2009
ORD0550,2023-02-15,Amazfit,GTR 4,East,Bluetooth Only,Online Mart,188,120,4,752,272,752
ORD0551,2023-06-19,Garmin,Venu 2,South,"GPS, Rugged, Health Monitor",Digital Mall,361,276,7,2527,595,2527
ORD0552,2022-05-07,Samsung,Galaxy Watch 6,South,EDA Sensor,Fit Gear,369,310,6,2214,354,2214
ORD0553,2020-04-26,Amazfit,GTR 4,North,"EDA Sensor, GPS",Digital Mall,182,157,9,1638,225,1638
ORD0554,2022-12-20,Samsung,Galaxy Watch 5,East,AMOLED,SmartTech,315,269,1,315,46,315
ORD0555,2023-05-15,Fitbit,Sense 2,South,"AMOLED, Sleep Track, Bluetooth Only",Digital Mall,294,207,5,1470,435,1470
ORD0556,2023-12-30,Garmin,Forerunner 955,Central,Sleep Track,Gadget Zone,536,508,7,3752,196,3752
ORD0557,2020-03-14,Garmin,Instinct 2,West,Bluetooth Only,SmartTech,309,230,4,1236,316,1236
ORD0558,2023-10-20,Samsung,Galaxy Watch 5,West,"AMOLED, GPS + Cellular, EDA Sensor",SmartTech,310,259,10,3100,510,3100
ORD0559,2020-08-03,Samsung,Galaxy Watch 6,North,"EDA Sensor, Sleep Track",Tech World,340,244,6,2040,576,2040
ORD0560,2020-09-15,Fitbit,Sense 2,East,Sleep Track,Digital Mall,270,240,1,270,30,270
ORD0561,2024-11-30,Garmin,Forerunner 955,North,Rugged,Online Mart,509,455,9,4581,486,4581
ORD0562,2020-05-23,Amazfit,GTS 4 Mini,East,"AMOLED, Rugged, Health Monitor",SmartTech,125,57,5,625,340,625
ORD0563,2021-09-21,Samsung,Galaxy Watch 6,West,"Rugged, Bluetooth Only, GPS",SmartTech,361,328,5,1805,165,1805
ORD0564,2022-04-22,Apple,Watch Ultra 2,East,"Sleep Track, Military Std",Fit Gear,709,618,1,709,91,709
ORD0565,2024-03-21,Amazfit,GTS 4 Mini,North,AMOLED,Digital Mall,121,35,3,363,258,363
ORD0566,2020-05-15,Apple,Watch SE,Central,"GPS, EDA Sensor",Fit Gear,250,199,3,750,153,750
ORD0567,2024-05-04,Garmin,Venu 2,South,"Health Monitor, EDA Sensor, Sleep Track",Online Mart,381,308,8,3048,584,3048
ORD0568,2023-06-27,Samsung,Galaxy Watch 5,North,Health Monitor,iHub,333,272,1,333,61,333
ORD0569,2024-02-21,Garmin,Forerunner 955,East,"AMOLED, GPS + Cellular, Military Std",Fit Gear,542,515,7,3794,189,3794
ORD0570,2021-10-22,Garmin,Venu 2,Central,"Sleep Track, Health Monitor, Rugged",iHub,372,337,1,372,35,372
ORD0571,2021-06-04,Fitbit,Versa 4,South,"AMOLED, GPS, GPS + Cellular",iHub,205,179,3,615,78,615
ORD0572,2022-05-06,Amazfit,GTS 4 Mini,South,"Military Std, Sleep Track, Health Monitor",SmartTech,108,14,4,432,376,432
ORD0573,2022-01-01,Fitbit,Sense 2,North,"EDA Sensor, Bluetooth Only, GPS",Fit Gear,274,245,7,1918,203,1918
ORD0574,2022-07-14,Apple,Watch Series 9,East,"EDA Sensor, GPS, AMOLED",Online Mart,415,360,10,4150,550,4150
ORD0575,2023-11-21,Fitbit,Sense 2,Central,Health Monitor,SmartTech,264,207,4,1056,228,1056
ORD0576,2022-04-18,Amazfit,GTR 4,North,"GPS, Health Monitor",Online Mart,183,89,10,1830,940,1830
ORD0577,2023-08-12,Fitbit,Charge 6,South,"Bluetooth Only, Health Monitor, Rugged",Digital Mall,130,101,4,520,116,520
ORD0578,2021-08-17,Fitbit,Sense 2,East,"GPS, Military Std",SmartTech,293,195,7,2051,686,2051
ORD0579,2020-05-23,Fitbit,Versa 4,South,GPS,Gadget Zone,223,188,1,223,35,223
ORD0580,2022-01-09,Fitbit,Charge 6,East,"GPS, Rugged",Gadget Zone,158,67,10,1580,910,1580
ORD0581,2021-01-05,Garmin,Instinct 2,Central,EDA Sensor,Fit Gear,329,243,5,1645,430,1645
ORD0582,2022-10-01,Amazfit,GTR 4,East,Military Std,Fit Gear,216,131,5,1080,425,1080
ORD0583,2021-06-25,Apple,Watch Ultra 2,Central,"Sleep Track, Bluetooth Only",Online Mart,777,696,2,1554,162,1554
ORD0584,2023-05-18,Samsung,Galaxy Watch 5,East,Health Monitor,Gadget Zone,305,208,5,1525,485,1525
ORD0585,2022-09-21,Fitbit,Versa 4,Central,"GPS + Cellular, GPS, Bluetooth Only",Tech World,202,157,4,808,180,808
ORD0586,2021-12-04,Fitbit,Charge 6,North,"EDA Sensor, Bluetooth Only, Rugged",Gadget Zone,132,52,1,132,80,132
ORD0587,2023-03-29,Fitbit,Versa 4,North,GPS + Cellular,SmartTech,201,138,3,603,189,603
ORD0588,2024-03-13,Samsung,Galaxy Watch 5,East,"Health Monitor, Sleep Track, AMOLED",Fit Gear,307,285,6,1842,132,1842
ORD0589,2023-11-28,Amazfit,GTR 4,West,Health Monitor,Tech World,193,108,10,1930,850,1930
ORD0590,2023-11-16,Apple,Watch Ultra 2,East,GPS,iHub,725,671,4,2900,216,2900
ORD0591,2020-06-28,Garmin,Venu 2,North,"GPS + Cellular, GPS, EDA Sensor",SmartTech,363,301,3,1089,186,1089
ORD0592,2020-02-12,Fitbit,Sense 2,South,"EDA Sensor, Rugged",Online Mart,276,188,8,2208,704,2208
ORD0593,2022-01-15,Amazfit,GTS 4 Mini,West,"Rugged, EDA Sensor, GPS",Gadget Zone,104,25,5,520,395,520
ORD0594,2022-01-20,Samsung,Galaxy Watch 6,North,AMOLED,Tech World,367,347,10,3670,200,3670
ORD0595,2021-06-30,Fitbit,Sense 2,South,Bluetooth Only,Digital Mall,252,222,9,2268,270,2268
ORD0596,2022-01-10,Samsung,Galaxy Watch 5,Central,"EDA Sensor, GPS, Sleep Track",Tech World,310,216,7,2170,658,2170
ORD0597,2024-03-13,Apple,Watch Series 8,East,"AMOLED, Rugged, Sleep Track",SmartTech,365,282,8,2920,664,2920
ORD0598,2022-07-11,Apple,Watch Series 8,East,"EDA Sensor, Bluetooth Only",SmartTech,385,312,7,2695,511,2695
ORD0599,2022-03-12,Apple,Watch SE,Central,"EDA Sensor, GPS, Sleep Track",Gadget Zone,274,236,7,1918,266,1918
ORD0600,2020-04-12,Garmin,Forerunner 955,North,"Health Monitor, EDA Sensor, Rugged",Digital Mall,509,455,3,1527,162,1527
ORD0601,2020-06-07,Amazfit,GTR 4,Central,"Bluetooth Only, Sleep Track, Military Std",SmartTech,214,144,1,214,70,214
ORD0602,2021-07-24,Fitbit,Charge 6,North,GPS + Cellular,Fit Gear,156,109,3,468,141,468
ORD0603,2022-07-22,Samsung,Galaxy Watch 5,East,"EDA Sensor, Sleep Track, Rugged",Digital Mall,343,298,3,1029,135,1029
ORD0604,2024-01-13,Garmin,Venu 2,East,"EDA Sensor, Bluetooth Only, GPS + Cellular",SmartTech,366,285,6,2196,486,2196
ORD0605,2024-11-07,Apple,Watch Ultra 2,South,Rugged,SmartTech,718,686,5,3590,160,3590
ORD0606,2023-06-17,Fitbit,Charge 6,East,"Military Std, EDA Sensor, Sleep Track",Online Mart,137,51,7,959,602,959
ORD0607,2022-06-02,Apple,Watch Series 8,North,"GPS, GPS + Cellular",Gadget Zone,362,320,8,2896,336,2896
ORD0608,2024-04-23,Apple,Watch Ultra 2,East,EDA Sensor,Tech World,735,707,1,735,28,735
ORD0609,2021-02-02,Garmin,Instinct 2,West,"Health Monitor, GPS + Cellular, Military Std",Fit Gear,325,287,8,2600,304,2600
ORD0610,2024-05-16,Apple,Watch Series 9,Central,"EDA Sensor, AMOLED",SmartTech,436,337,2,872,198,872
ORD0611,2023-03-07,Garmin,Forerunner 955,Central,Rugged,Online Mart,512,476,8,4096,288,4096
ORD0612,2024-01-01,Samsung,Galaxy Watch 5,West,GPS,SmartTech,348,260,1,348,88,348
ORD0613,2021-10-19,Garmin,Instinct 2,North,"Bluetooth Only, GPS, EDA Sensor",Fit Gear,303,261,1,303,42,303
ORD0614,2020-09-29,Amazfit,GTS 4 Mini,South,"AMOLED, Rugged, GPS",Gadget Zone,124,25,9,1116,891,1116
ORD0615,2021-11-04,Fitbit,Versa 4,Central,"Rugged, Bluetooth Only",Fit Gear,216,185,8,1728,248,1728
ORD0616,2022-06-07,Apple,Watch Series 9,North,"EDA Sensor, GPS + Cellular, Sleep Track",Online Mart,415,338,10,4150,770,4150
ORD0617,2023-09-27,Fitbit,Sense 2,North,"AMOLED, Rugged, Sleep Track",Fit Gear,290,208,2,580,164,580
ORD0618,2021-03-19,Garmin,Venu 2,Central,AMOLED,Online Mart,373,336,9,3357,333,3357
ORD0619,2020-02-02,Apple,Watch Series 8,North,"GPS + Cellular, Bluetooth Only",Gadget Zone,359,303,9,3231,504,3231
ORD0620,2020-04-01,Amazfit,T-Rex 2,Central,Rugged,Online Mart,211,119,1,211,92,211
ORD0621,2023-11-17,Apple,Watch Series 8,West,"Sleep Track, Rugged, GPS",SmartTech,368,327,9,3312,369,3312
ORD0622,2021-03-31,Samsung,Galaxy Watch 5,Central,"GPS + Cellular, AMOLED",iHub,319,248,7,2233,497,2233
ORD0623,2024-11-08,Apple,Watch SE,East,AMOLED,Online Mart,254,160,9,2286,846,2286
ORD0624,2022-09-10,Garmin,Instinct 2,South,"Bluetooth Only, Military Std",Tech World,303,243,9,2727,540,2727
ORD0625,2021-09-23,Apple,Watch SE,West,"Sleep Track, EDA Sensor",Tech World,267,198,9,2403,621,2403
ORD0626,2020-10-26,Fitbit,Sense 2,East,"Sleep Track, Bluetooth Only, Military Std",Digital Mall,273,182,3,819,273,819
ORD0627,2020-01-20,Fitbit,Sense 2,West,Military Std,iHub,271,195,4,1084,304,1084
ORD0628,2021-07-18,Garmin,Venu 2,East,Bluetooth Only,Fit Gear,367,281,4,1468,344,1468
ORD0629,2020-03-28,Amazfit,GTR 4,Central,"AMOLED, Health Monitor",Digital Mall,221,121,9,1989,900,1989
ORD0630,2022-10-21,Apple,Watch Series 9,North,Bluetooth Only,Gadget Zone,494,421,6,2964,438,2964
ORD0631,2023-05-03,Samsung,Galaxy Watch 6,Central,"GPS + Cellular, GPS, Bluetooth Only",Online Mart,337,295,9,3033,378,3033
ORD0632,2022-07-29,Fitbit,Charge 6,East,"EDA Sensor, GPS + Cellular, Sleep Track",Gadget Zone,131,107,4,524,96,524
ORD0633,2023-06-18,Amazfit,GTR 4,North,"GPS + Cellular, AMOLED",Fit Gear,208,131,6,1248,462,1248
ORD0634,2021-05-17,Garmin,Forerunner 955,South,"Health Monitor, Rugged",Tech World,502,412,1,502,90,502
ORD0635,2024-12-13,Samsung,Galaxy Watch 6,West,"Rugged, Sleep Track",Tech World,347,288,2,694,118,694
ORD0636,2024-11-11,Amazfit,T-Rex 2,Central,"EDA Sensor, GPS + Cellular, Military Std",iHub,212,134,3,636,234,636
ORD0637,2022-12-04,Garmin,Instinct 2,West,"GPS + Cellular, Bluetooth Only, AMOLED",Tech World,348,252,3,1044,288,1044
ORD0638,2023-01-04,Fitbit,Versa 4,Central,AMOLED,Fit Gear,201,104,10,2010,970,2010
ORD0639,2022-07-18,Amazfit,T-Rex 2,South,"AMOLED, EDA Sensor",SmartTech,201,105,7,1407,672,1407
ORD0640,2023-06-07,Apple,Watch Series 9,South,"AMOLED, Health Monitor",Online Mart,449,410,3,1347,117,1347
ORD0641,2020-08-12,Garmin,Forerunner 955,Central,"Health Monitor, Rugged, GPS",Tech World,499,429,5,2495,350,2495
ORD0642,2024-06-25,Apple,Watch Ultra 2,West,Military Std,Fit Gear,740,647,8,5920,744,5920
ORD0643,2023-12-07,Apple,Watch Series 8,West,Sleep Track,Fit Gear,375,350,10,3750,250,3750
ORD0644,2023-11-14,Amazfit,T-Rex 2,Central,"Bluetooth Only, AMOLED",iHub,248,150,5,1240,490,1240
ORD0645,2022-11-18,Samsung,Galaxy Watch 6,West,"Rugged, Sleep Track, GPS",Tech World,366,266,2,732,200,732
ORD0646,2022-09-12,Samsung,Galaxy Watch 5,East,Military Std,SmartTech,334,243,1,334,91,334
ORD0647,2021-10-07,Samsung,Galaxy Watch 6,West,"Military Std, Sleep Track",Gadget Zone,340,289,5,1700,255,1700
ORD0648,2023-03-02,Fitbit,Charge 6,South,Bluetooth Only,Online Mart,152,71,2,304,162,304
ORD0649,2020-06-06,Samsung,Galaxy Watch 6,West,"Sleep Track, Health Monitor",Fit Gear,357,269,1,357,88,357
ORD0650,2024-01-29,Samsung,Galaxy Watch 6,North,"Health Monitor, GPS, Bluetooth Only",Digital Mall,344,305,4,1376,156,1376
ORD0651,2022-11-18,Apple,Watch Series 8,East,"Sleep Track, Military Std, GPS",Online Mart,394,319,10,3940,750,3940
ORD0652,2022-07-31,Samsung,Galaxy Watch 6,North,Bluetooth Only,iHub,329,257,10,3290,720,3290
ORD0653,2022-11-27,Samsung,Galaxy Watch 5,East,GPS,Online Mart,332,302,3,996,90,996
ORD0654,2021-07-26,Garmin,Instinct 2,North,Bluetooth Only,Fit Gear,303,255,7,2121,336,2121
ORD0655,2020-12-14,Amazfit,T-Rex 2,Central,Health Monitor,Gadget Zone,212,133,5,1060,395,1060
ORD0656,2020-11-01,Apple,Watch Series 9,East,"Bluetooth Only, AMOLED, EDA Sensor",iHub,430,348,3,1290,246,1290
ORD0657,2022-12-14,Samsung,Galaxy Watch 6,North,"Military Std, Sleep Track",SmartTech,333,273,9,2997,540,2997
ORD0658,2021-09-06,Amazfit,T-Rex 2,East,"Bluetooth Only, Health Monitor, Sleep Track",Gadget Zone,220,151,6,1320,414,1320
ORD0659,2021-09-22,Samsung,Galaxy Watch 5,East,"Health Monitor, Military Std",Digital Mall,320,236,8,2560,672,2560
ORD0660,2020-04-16,Garmin,Forerunner 955,South,"Military Std, GPS",Online Mart,531,481,1,531,50,531
ORD0661,2021-06-28,Garmin,Venu 2,South,"Military Std, GPS",Tech World,358,312,5,1790,230,1790
ORD0662,2021-01-23,Garmin,Venu 2,North,"EDA Sensor, GPS",Gadget Zone,360,279,9,3240,729,3240
ORD0663,2024-02-09,Samsung,Galaxy Watch 5,Central,AMOLED,Online Mart,342,254,3,1026,264,1026
ORD0664,2022-04-12,Fitbit,Charge 6,East,"Sleep Track, Military Std, EDA Sensor",Tech World,142,100,8,1136,336,1136
ORD0665,2023-12-10,Samsung,Galaxy Watch 5,East,"Sleep Track, Health Monitor",iHub,349,251,6,2094,588,2094
ORD0666,2024-05-06,Amazfit,GTS 4 Mini,South,"Rugged, Military Std, GPS",Fit Gear,124,78,8,992,368,992
ORD0667,2024-09-22,Fitbit,Sense 2,North,"GPS + Cellular, Rugged, EDA Sensor",Fit Gear,284,257,4,1136,108,1136
